		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
08/23/23	9:45 a	---	---	---	---	---	0.9	NE	0.80	1.8	NE	---	---	---	1008.6	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1223	336	1	98.2	15
08/23/23	10:00 a	---	---	---	---	---	0.9	NNE	0.80	2.2	NNE	---	---	---	1008.6	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1217	337	1	98.5	15
08/23/23	10:15 a	---	---	---	---	---	1.3	NNE	1.21	3.1	NNE	---	---	---	1008.7	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1219	338	1	98.8	15
08/23/23	10:30 a	---	---	---	---	---	1.3	ENE	1.21	3.6	ENE	---	---	---	1008.9	0.00	0.0	---	---	29.8	82	26.4	37.1	16.53	1.1214	337	1	98.5	15
08/23/23	10:45 a	---	---	---	---	---	1.8	ENE	1.61	3.1	ENE	---	---	---	1008.8	0.00	0.0	---	---	29.7	83	26.5	37.1	16.83	1.1215	337	1	98.5	15
08/23/23	11:00 a	---	---	---	---	---	1.8	ENE	1.61	3.6	E	---	---	---	1009.0	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1221	333	1	97.4	15
08/23/23	11:15 a	---	---	---	---	---	1.8	ENE	1.61	3.6	E	---	---	---	1008.7	0.00	0.0	---	---	29.7	83	26.5	37.1	16.83	1.1214	329	1	96.2	15
08/23/23	11:30 a	---	---	---	---	---	2.2	E	2.01	3.6	E	---	---	---	1008.6	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1224	331	1	96.8	15
08/23/23	11:45 a	---	---	---	---	---	2.7	E	2.41	4.5	E	---	---	---	1008.4	0.00	0.0	---	---	29.1	83	25.9	35.7	16.87	1.1243	330	1	96.5	15
08/23/23	12:00 p	---	---	---	---	---	2.7	E	2.41	4.5	E	---	---	---	1008.5	0.00	0.0	---	---	28.9	84	25.9	35.4	17.29	1.1253	324	1	94.7	15
08/23/23	12:15 p	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1008.7	0.00	0.0	---	---	29.1	84	26.1	35.9	17.27	1.1242	329	1	96.2	15
08/23/23	12:30 p	---	---	---	---	---	1.3	SSE	1.21	3.1	S	---	---	---	1008.4	0.00	0.0	---	---	29.3	84	26.3	36.4	17.26	1.1225	325	1	95.0	15
08/23/23	12:45 p	---	---	---	---	---	1.8	S	1.61	4.0	S	---	---	---	1008.2	0.00	0.0	---	---	29.4	83	26.3	36.4	16.85	1.1221	338	1	98.8	15
08/23/23	1:00 p	---	---	---	---	---	3.1	SSE	2.82	9.4	ENE	---	---	---	1008.2	0.00	0.0	---	---	29.6	79	25.5	35.8	15.44	1.1233	329	1	96.2	15
08/23/23	1:15 p	---	---	---	---	---	5.8	E	5.23	10.7	E	---	---	---	1007.7	0.00	0.0	---	---	28.8	81	25.2	34.6	16.20	1.1264	329	1	96.2	15
08/23/23	1:30 p	---	---	---	---	---	3.1	E	2.82	4.5	E	---	---	---	1008.0	0.00	0.0	---	---	28.7	79	24.7	33.9	15.48	1.1283	331	1	96.8	15
08/23/23	1:45 p	---	---	---	---	---	2.7	SE	2.41	5.4	ESE	---	---	---	1007.9	0.00	0.0	---	---	28.9	81	25.3	34.9	16.19	1.1260	329	1	96.2	15
08/23/23	2:00 p	---	---	---	---	---	8.9	SSE	8.05	14.8	SSE	---	---	---	1007.5	0.00	0.0	---	---	28.2	83	25.1	33.3	16.94	1.1285	324	1	94.7	15
08/23/23	2:15 p	---	---	---	---	---	8.5	SSE	7.64	12.5	S	---	---	---	1007.6	0.76	7.6	---	---	27.4	86	24.8	31.6	18.27	1.1322	326	1	95.3	15
08/23/23	2:30 p	---	---	---	---	---	6.7	S	6.04	11.2	S	---	---	---	1007.3	0.51	5.3	---	---	27.1	87	24.7	30.9	18.71	1.1334	326	1	95.3	15
08/23/23	2:45 p	---	---	---	---	---	6.3	SSW	5.63	9.4	SSW	---	---	---	1007.3	0.00	0.0	---	---	27.3	85	24.5	31.2	17.88	1.1329	330	1	96.5	15
08/23/23	3:00 p	---	---	---	---	---	4.5	SSW	4.02	8.5	SSW	---	---	---	1007.1	0.00	0.0	---	---	27.4	86	24.8	31.6	18.27	1.1317	329	1	96.2	15
08/23/23	3:15 p	---	---	---	---	---	4.5	SSW	4.02	8.0	SSW	---	---	---	1006.8	0.00	0.0	---	---	27.4	85	24.6	31.4	17.87	1.1317	325	1	95.0	15
08/23/23	3:30 p	---	---	---	---	---	5.4	SSW	4.83	8.5	SSW	---	---	---	1006.8	0.25	0.0	---	---	27.3	85	24.5	31.2	17.88	1.1324	320	1	93.6	15
08/23/23	3:45 p	---	---	---	---	---	4.5	SSW	4.02	7.2	SSW	---	---	---	1006.9	0.25	1.8	---	---	27.3	86	24.7	31.3	18.28	1.1322	327	1	95.6	15
08/23/23	4:00 p	---	---	---	---	---	3.1	SSW	2.82	4.9	SW	---	---	---	1006.9	0.51	2.0	---	---	27.6	85	24.9	32.0	17.85	1.1306	325	1	95.0	15
08/23/23	4:15 p	---	---	---	---	---	2.2	SSW	2.01	4.0	SSW	---	---	---	1006.8	0.25	1.8	---	---	27.9	84	24.9	32.6	17.36	1.1292	309	1	90.4	15
08/23/23	4:30 p	---	---	---	---	---	2.2	SSW	2.01	4.0	SW	---	---	---	1006.7	0.00	0.0	---	---	28.1	82	24.7	32.9	16.60	1.1287	304	1	88.9	15
08/23/23	4:45 p	---	---	---	---	---	2.2	SSW	2.01	4.0	SSW	---	---	---	1006.6	0.25	0.0	---	---	28.1	81	24.5	32.7	16.25	1.1291	307	1	89.8	15
08/23/23	5:00 p	---	---	---	---	---	2.2	SSW	2.01	3.6	SSW	---	---	---	1006.5	0.00	0.0	---	---	28.2	82	24.9	33.2	16.59	1.1279	317	1	92.7	15
08/23/23	5:15 p	---	---	---	---	---	2.7	SSW	2.41	4.0	SSW	---	---	---	1006.6	0.00	0.0	---	---	27.9	82	24.5	32.3	16.61	1.1298	325	1	95.0	15
08/23/23	5:30 p	---	---	---	---	---	2.2	SSW	2.01	3.1	SSW	---	---	---	1006.8	0.00	0.0	---	---	27.8	83	24.6	32.1	16.97	1.1303	315	1	92.1	15
08/23/23	5:45 p	---	---	---	---	---	2.2	SSW	2.01	3.1	SSW	---	---	---	1007.0	0.00	0.0	---	---	27.8	83	24.6	32.1	16.97	1.1306	312	1	91.2	15
08/23/23	6:00 p	---	---	---	---	---	1.8	SSW	1.61	3.1	SSW	---	---	---	1007.2	0.00	0.0	---	---	27.8	84	24.8	32.3	17.37	1.1304	325	1	95.0	15
08/23/23	6:15 p	---	---	---	---	---	1.8	SSW	1.61	3.1	SSW	---	---	---	1007.3	0.00	0.0	---	---	27.9	84	24.9	32.6	17.36	1.1298	321	1	93.9	15
08/23/23	6:30 p	---	---	---	---	---	1.8	SSW	1.61	3.1	SSW	---	---	---	1007.6	0.00	0.0	---	---	27.9	83	24.7	32.4	16.96	1.1305	316	1	92.4	15
08/23/23	6:45 p	---	---	---	---	---	1.3	SSW	1.21	2.7	SSW	---	---	---	1007.7	0.00	0.0	---	---	27.8	83	24.6	32.1	16.97	1.1313	325	1	95.0	15
08/23/23	7:00 p	---	---	---	---	---	0.9	SSW	0.80	1.8	SSW	---	---	---	1007.8	0.00	0.0	---	---	27.9	83	24.7	32.4	16.96	1.1308	331	1	96.8	15
08/23/23	7:15 p	---	---	---	---	---	0.4	SSW	0.40	1.3	SSW	---	---	---	1007.9	0.00	0.0	---	---	27.9	84	24.9	32.6	17.36	1.1305	334	1	97.7	15
08/23/23	7:30 p	---	---	---	---	---	0.0	SSW	0.00	1.3	SSW	---	---	---	1008.1	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1301	333	1	97.4	15
08/23/23	7:45 p	---	---	---	---	---	0.4	SSW	0.40	1.3	SSW	---	---	---	1008.2	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1302	332	1	97.1	15
08/23/23	8:00 p	---	---	---	---	---	0.4	SSW	0.40	1.8	SSW	---	---	---	1008.3	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1298	334	1	97.7	15
08/23/23	8:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.3	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1299	336	1	98.2	15
08/23/23	8:30 p	---	---	---	---	---	0.4	SE	0.40	3.1	SE	---	---	---	1008.4	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1300	330	1	96.5	15
08/23/23	8:45 p	---	---	---	---	---	2.2	SE	2.01	3.6	SE	---	---	---	1008.5	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1301	326	1	95.3	15
08/23/23	9:00 p	---	---	---	---	---	1.8	SE	1.61	4.0	SE	---	---	---	1008.6	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1302	327	1	95.6	15
08/23/23	9:15 p	---	---	---	---	---	1.8	SE	1.61	4.0	SE	---	---	---	1008.7	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1304	326	1	95.3	15
08/23/23	9:30 p	---	---	---	---	---	1.8	SE	1.61	4.0	ESE	---	---	---	1008.9	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1306	330	1	96.5	15
08/23/23	9:45 p	---	---	---	---	---	1.8	SE	1.61	4.0	SSE	---	---	---	1008.9	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1306	330	1	96.5	15
08/23/23	10:00 p	---	---	---	---	---	1.3	SE	1.21	3.6	SE	---	---	---	1008.9	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1302	328	1	95.9	15
08/23/23	10:15 p	---	---	---	---	---	0.9	SE	0.80	3.1	SE	---	---	---	1009.0	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1303	326	1	95.3	15
08/23/23	10:30 p	---	---	---	---	---	0.9	SE	0.80	3.1	SE	---	---	---	1009.0	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1308	336	1	98.2	15
08/23/23	10:45 p	---	---	---	---	---	1.8	SE	1.61	3.6	SE	---	---	---	1009.0	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1308	327	1	95.6	15
08/23/23	11:00 p	---	---	---	---	---	1.3	SE	1.21	3.1	SE	---	---	---	1009.0	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1308	329	1	96.2	15
08/23/23	11:15 p	---	---	---	---	---	1.3	SE	1.21	3.1	SE	---	---	---	1009.0	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1303	326	1	95.3	15
08/23/23	11:30 p	---	---	---	---	---	1.3	SE	1.21	3.6	SE	---	---	---	1008.9	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1309	331	1	96.8	15
08/23/23	11:45 p	---	---	---	---	---	1.3	SSE	1.21	3.1	SSE	---	---	---	1009.0	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1309	331	1	96.8	15
08/24/23	12:00 a	---	---	---	---	---	1.3	SSE	1.21	3.1	SSE	---	---	---	1009.0	0.00	0.0	---	---	27.9	85	25.1	32.7	17.82	1.1314	327	1	95.6	15
08/24/23	12:15 a	---	---	---	---	---	0.9	SSE	0.80	2.7	SSE	---	---	---	1008.9	0.00	0.0	---	---	27.9	85	25.1	32.7	17.82	1.1313	330	1	96.5	15
08/24/23	12:30 a	---	---	---	---	---	1.3	SE	1.21	2.7	SSE	---	---	---	1008.8	0.00	0.0	---	---	27.9	85	25.1	32.7	17.82	1.1312	329	1	96.2	15
08/24/23	12:45 a	---	---	---	---	---	1.3	S	1.21	2.7	S	---	---	---	1008.8	0.00	0.0	---	---	27.9	85	25.1	32.7	17.82	1.1311	331	1	96.8	15
08/24/23	1:00 a	---	---	---	---	---	1.3	S	1.21	2.7	S	---	---	---	1008.7	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1306	327	1	95.6	15
08/24/23	1:15 a	---	---	---	---	---	1.3	S	1.21	2.2	S	---	---	---	1008.7	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1305	313	1	91.5	15
08/24/23	1:30 a	---	---	---	---	---	1.3	SSW	1.21	2.2	SSW	---	---	---	1008.4	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1302	323	1	94.4	15
08/24/23	1:45 a	---	---	---	---	---	1.8	SSW	1.61	2.7	SSW	---	---	---	1008.2	0.00	0.0	---	---	27.8	86	25.2	32.6	18.23	1.1307	337	1	98.5	15
08/24/23	2:00 a	---	---	---	---	---	1.3	SSW	1.21	2.7	SSW	---	---	---	1008.1	0.00	0.0	---	---	27.8	86	25.2	32.6	18.23	1.1305	337	1	98.5	15
08/24/23	2:15 a	---	---	---	---	---	0.9	SSW	0.80	2.2	SSW	---	---	---	1008.0	0.00	0.0	---	---	27.8	86	25.2	32.6	18.23	1.1304	333	1	97.4	15
08/24/23	2:30 a	---	---	---	---	---	1.3	SSW	1.21	2.2	SSW	---	---	---	1007.8	0.00	0.0	---	---	27.8	87	25.4	32.8	18.63	1.1298	329	1	96.2	15
08/24/23	2:45 a	---	---	---	---	---	1.3	SSW	1.21	2.2	SSW	---	---	---	1007.8	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1300	329	1	96.2	15
08/24/23	3:00 a	---	---	---	---	---	1.8	SSW	1.61	2.7	SSW	---	---	---	1007.7	0.00	0.0	---	---	27.7	86	25.2	32.5	18.24	1.1304	334	1	97.7	15
08/24/23	3:15 a	---	---	---	---	---	2.2	SSW	2.01	3.6	SSW	---	---	---	1007.7	0.00	0.0	---	---	27.7	86	25.2	32.5	18.24	1.1304	328	1	95.9	15
08/24/23	3:30 a	---	---	---	---	---	2.2	SSW	2.01	3.1	SSW	---	---	---	1008.0	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1303	332	1	97.1	15
08/24/23	3:45 a	---	---	---	---	---	1.8	SSW	1.61	2.7	SSW	---	---	---	1007.9	0.00	0.0	---	---	27.6	87	25.3	32.4	18.65	1.1309	325	1	95.0	15
08/24/23	4:00 a	---	---	---	---	---	1.8	SSW	1.61	2.7	SSW	---	---	---	1007.9	0.00	0.0	---	---	27.6	87	25.3	32.4	18.65	1.1309	334	1	97.7	15
08/24/23	4:15 a	---	---	---	---	---	2.2	SSW	2.01	2.7	SSW	---	---	---	1008.1	0.00	0.0	---	---	27.6	87	25.3	32.4	18.65	1.1311	326	1	95.3	15
08/24/23	4:30 a	---	---	---	---	---	2.2	SSW	2.01	2.7	SSW	---	---	---	1008.2	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1305	327	1	95.6	15
08/24/23	4:45 a	---	---	---	---	---	1.8	SSW	1.61	2.7	SSW	---	---	---	1008.2	0.00	0.0	---	---	27.6	87	25.3	32.4	18.65	1.1312	332	1	97.1	15
08/24/23	5:00 a	---	---	---	---	---	1.3	SSW	1.21	2.2	SSW	---	---	---	1008.2	0.00	0.0	---	---	27.6	87	25.3	32.4	18.65	1.1312	334	1	97.7	15
08/24/23	5:15 a	---	---	---	---	---	1.3	SSW	1.21	2.7	SSW	---	---	---	1008.3	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1307	325	1	95.0	15
08/24/23	5:30 a	---	---	---	---	---	0.0	SSW	0.00	1.3	SSW	---	---	---	1008.3	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1307	313	1	91.5	15
08/24/23	5:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1307	315	1	92.1	15
08/24/23	6:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1308	312	1	91.2	15
08/24/23	6:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	27.7	87	25.4	32.7	18.64	1.1308	313	1	91.5	15
08/24/23	6:30 a	---	---	---	---	---	1.8	SE	1.61	3.1	SE	---	---	---	1008.6	0.00	0.0	---	---	27.8	87	25.4	32.8	18.63	1.1307	331	1	96.8	15
08/24/23	6:45 a	---	---	---	---	---	1.8	SE	1.61	3.6	SSE	---	---	---	1008.6	0.00	0.0	---	---	27.8	87	25.4	32.8	18.63	1.1307	333	1	97.4	15
08/24/23	7:00 a	---	---	---	---	---	1.8	SE	1.61	4.0	SE	---	---	---	1009.0	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1309	329	1	96.2	15
08/24/23	7:15 a	---	---	---	---	---	1.8	SE	1.61	3.6	SE	---	---	---	1009.3	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1313	331	1	96.8	15
08/24/23	7:30 a	---	---	---	---	---	1.3	SE	1.21	3.6	ESE	---	---	---	1009.5	0.00	0.0	---	---	27.9	86	25.3	32.9	18.22	1.1315	328	1	95.9	15
08/24/23	7:45 a	---	---	---	---	---	2.2	SE	2.01	4.0	SE	---	---	---	1009.7	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1315	337	1	98.5	15
08/24/23	8:00 a	---	---	---	---	---	1.8	SSE	1.61	3.6	S	---	---	---	1010.0	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1314	331	1	96.8	15
08/24/23	8:15 a	---	---	---	---	---	2.2	SSE	2.01	3.6	SSE	---	---	---	1010.0	0.00	0.0	---	---	28.1	85	25.3	33.3	17.79	1.1312	327	1	95.6	15
08/24/23	8:30 a	---	---	---	---	---	2.2	SSE	2.01	3.6	SSE	---	---	---	1010.2	0.00	0.0	---	---	28.2	85	25.5	33.7	17.78	1.1308	336	1	98.2	15
08/24/23	8:45 a	---	---	---	---	---	2.7	SSE	2.41	4.0	SE	---	---	---	1010.6	0.00	0.0	---	---	28.4	85	25.7	34.3	17.76	1.1299	333	1	97.4	15
08/24/23	9:00 a	---	---	---	---	---	1.8	S	1.61	3.6	SSE	---	---	---	1010.7	0.00	0.0	---	---	28.7	85	25.9	34.9	17.73	1.1287	337	1	98.5	15
08/24/23	9:15 a	---	---	---	---	---	2.2	SSE	2.01	3.6	SSE	---	---	---	1010.8	0.00	0.0	---	---	28.7	85	25.9	34.9	17.73	1.1288	327	1	95.6	15
08/24/23	9:30 a	---	---	---	---	---	2.2	S	2.01	4.0	S	---	---	---	1011.1	0.00	0.0	---	---	28.8	85	26.0	35.3	17.72	1.1285	336	1	98.2	15
08/24/23	9:45 a	---	---	---	---	---	2.2	S	2.01	4.0	SSW	---	---	---	1011.1	0.00	0.0	---	---	28.9	85	26.1	35.6	17.71	1.1278	334	1	97.7	15
08/24/23	10:00 a	---	---	---	---	---	3.1	SSW	2.82	4.9	SSW	---	---	---	1011.3	0.00	0.0	---	---	29.0	85	26.2	35.9	17.70	1.1274	329	1	96.2	15
08/24/23	10:15 a	---	---	---	---	---	3.1	SSW	2.82	4.5	SSW	---	---	---	1011.5	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1281	330	1	96.5	15
08/24/23	10:30 a	---	---	---	---	---	3.1	SSW	2.82	4.9	SSW	---	---	---	1011.4	0.00	0.0	---	---	29.1	84	26.1	35.9	17.27	1.1274	325	1	95.0	15
08/24/23	10:45 a	---	---	---	---	---	3.1	WSW	2.82	4.9	WSW	---	---	---	1011.4	0.00	0.0	---	---	29.2	84	26.2	36.2	17.27	1.1267	333	1	97.4	15
08/24/23	11:00 a	---	---	---	---	---	4.0	WSW	3.62	6.7	WSW	---	---	---	1011.6	0.00	0.0	---	---	29.2	81	25.6	35.6	16.17	1.1283	329	1	96.2	15
08/24/23	11:15 a	---	---	---	---	---	4.0	WSW	3.62	6.3	WSW	---	---	---	1011.8	0.00	0.0	---	---	29.3	80	25.5	35.6	15.76	1.1283	330	1	96.5	15
08/24/23	11:30 a	---	---	---	---	---	3.6	WSW	3.22	6.3	WSW	---	---	---	1011.8	0.00	0.0	---	---	29.4	80	25.6	35.8	15.75	1.1276	330	1	96.5	15
08/24/23	11:45 a	---	---	---	---	---	3.6	WSW	3.22	5.8	WSW	---	---	---	1011.7	0.00	0.0	---	---	29.6	80	25.7	36.1	15.74	1.1268	329	1	96.2	15
08/24/23	12:00 p	---	---	---	---	---	3.6	WSW	3.22	7.2	WSW	---	---	---	1011.3	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1249	325	1	95.0	15
08/24/23	12:15 p	---	---	---	---	---	4.0	SW	3.62	7.2	WSW	---	---	---	1011.2	0.00	0.0	---	---	29.6	83	26.4	36.7	16.84	1.1249	332	1	97.1	15
08/24/23	12:30 p	---	---	---	---	---	4.5	WSW	4.02	7.6	WSW	---	---	---	1011.1	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1253	329	1	96.2	15
08/24/23	12:45 p	---	---	---	---	---	4.5	WSW	4.02	7.2	WSW	---	---	---	1010.9	0.00	0.0	---	---	29.6	81	25.9	36.3	16.14	1.1255	329	1	96.2	15
08/24/23	1:00 p	---	---	---	---	---	3.6	WSW	3.22	7.2	W	---	---	---	1010.7	0.00	0.0	---	---	29.7	81	26.1	36.6	16.13	1.1246	328	1	95.9	15
08/24/23	1:15 p	---	---	---	---	---	3.1	WSW	2.82	6.3	WSW	---	---	---	1010.5	0.00	0.0	---	---	29.8	81	26.2	36.8	16.13	1.1238	334	1	97.7	15
08/24/23	1:30 p	---	---	---	---	---	3.1	WSW	2.82	5.8	WSW	---	---	---	1010.5	0.00	0.0	---	---	29.9	79	25.8	36.7	15.40	1.1240	326	1	95.3	15
08/24/23	1:45 p	---	---	---	---	---	3.1	WSW	2.82	6.3	WSW	---	---	---	1010.3	0.00	0.0	---	---	30.0	75	25.1	36.1	14.21	1.1251	333	1	97.4	15
08/24/23	2:00 p	---	---	---	---	---	3.6	WSW	3.22	6.7	SSW	---	---	---	1010.2	0.00	0.0	---	---	30.1	76	25.4	36.6	14.48	1.1238	331	1	96.8	15
08/24/23	2:15 p	---	---	---	---	---	3.1	WSW	2.82	4.9	SSW	---	---	---	1010.1	0.00	0.0	---	---	30.2	76	25.5	36.9	14.47	1.1230	327	1	95.6	15
08/24/23	2:30 p	---	---	---	---	---	3.1	WSW	2.82	5.4	WSW	---	---	---	1009.9	0.00	0.0	---	---	30.3	76	25.6	37.2	14.45	1.1222	337	1	98.5	15
08/24/23	2:45 p	---	---	---	---	---	3.6	W	3.22	6.7	WSW	---	---	---	1009.9	0.00	0.0	---	---	30.4	77	26.0	37.8	14.74	1.1211	333	1	97.4	15
08/24/23	3:00 p	---	---	---	---	---	2.7	WSW	2.41	4.9	WSW	---	---	---	1009.8	0.00	0.0	---	---	30.6	76	25.8	37.8	14.43	1.1208	329	1	96.2	15
08/24/23	3:15 p	---	---	---	---	---	4.0	WSW	3.62	6.7	WSW	---	---	---	1009.7	0.00	0.0	---	---	30.4	75	25.5	37.3	14.18	1.1218	327	1	95.6	15
08/24/23	3:30 p	---	---	---	---	---	2.7	SW	2.41	5.4	SW	---	---	---	1009.5	0.00	0.0	---	---	30.6	75	25.6	37.6	14.17	1.1209	331	1	96.8	15
08/24/23	3:45 p	---	---	---	---	---	3.1	W	2.82	5.4	WSW	---	---	---	1009.4	0.00	0.0	---	---	30.6	74	25.4	37.3	13.81	1.1213	330	1	96.5	15
08/24/23	4:00 p	---	---	---	---	---	1.8	W	1.61	4.5	W	---	---	---	1009.4	0.00	0.0	---	---	30.7	74	25.5	37.5	13.81	1.1206	333	1	97.4	15
08/24/23	4:15 p	---	---	---	---	---	2.2	SW	2.01	4.5	SW	---	---	---	1009.5	0.00	0.0	---	---	30.7	74	25.5	37.5	13.81	1.1207	334	1	97.7	15
08/24/23	4:30 p	---	---	---	---	---	1.8	W	1.61	4.5	WSW	---	---	---	1009.4	0.00	0.0	---	---	30.9	74	25.7	37.9	13.80	1.1194	328	1	95.9	15
08/24/23	4:45 p	---	---	---	---	---	1.3	WSW	1.21	3.6	W	---	---	---	1009.4	0.00	0.0	---	---	31.4	74	26.2	39.4	13.78	1.1164	326	1	95.3	15
08/24/23	5:00 p	---	---	---	---	---	0.4	SW	0.40	2.2	SW	---	---	---	1009.3	0.00	0.0	---	---	31.5	72	25.8	39.2	13.18	1.1167	337	1	98.5	15
08/24/23	5:15 p	---	---	---	---	---	0.9	SSW	0.80	3.1	SW	---	---	---	1009.5	0.00	0.0	---	---	31.5	72	25.8	39.2	13.18	1.1169	335	1	98.0	15
08/24/23	5:30 p	---	---	---	---	---	1.3	WSW	1.21	3.6	WSW	---	---	---	1009.5	0.00	0.0	---	---	31.5	71	25.6	38.8	12.85	1.1175	333	1	97.4	15
08/24/23	5:45 p	---	---	---	---	---	1.3	SW	1.21	3.1	SSW	---	---	---	1009.5	0.00	0.0	---	---	31.4	72	25.7	38.8	13.18	1.1176	334	1	97.7	15
08/24/23	6:00 p	---	---	---	---	---	0.9	W	0.80	3.1	W	---	---	---	1009.9	0.00	0.0	---	---	31.4	72	25.7	38.8	13.18	1.1180	322	1	94.2	15
08/24/23	6:15 p	---	---	---	---	---	1.8	WSW	1.61	3.1	W	---	---	---	1010.1	0.00	0.0	---	---	31.3	73	25.9	38.7	13.48	1.1184	334	1	97.7	15
08/24/23	6:30 p	---	---	---	---	---	1.3	WSW	1.21	3.1	WSW	---	---	---	1010.2	0.00	0.0	---	---	31.1	73	25.6	37.9	13.49	1.1198	333	1	97.4	15
08/24/23	6:45 p	---	---	---	---	---	0.9	WSW	0.80	2.7	W	---	---	---	1010.1	0.00	0.0	---	---	30.9	73	25.5	37.7	13.50	1.1207	334	1	97.7	15
08/24/23	7:00 p	---	---	---	---	---	1.3	WSW	1.21	3.1	W	---	---	---	1010.3	0.00	0.0	---	---	30.8	74	25.6	37.7	13.80	1.1211	327	1	95.6	15
08/24/23	7:15 p	---	---	---	---	---	1.3	SW	1.21	2.7	SW	---	---	---	1010.5	0.00	0.0	---	---	30.7	74	25.5	37.5	13.81	1.1219	332	1	97.1	15
08/24/23	7:30 p	---	---	---	---	---	0.9	SW	0.80	2.2	SW	---	---	---	1010.7	0.00	0.0	---	---	30.6	74	25.4	37.3	13.81	1.1228	317	1	92.7	15
08/24/23	7:45 p	---	---	---	---	---	0.4	SW	0.40	1.8	SW	---	---	---	1010.9	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1237	332	1	97.1	15
08/24/23	8:00 p	---	---	---	---	---	0.4	SW	0.40	1.8	SW	---	---	---	1011.0	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1238	337	1	98.5	15
08/24/23	8:15 p	---	---	---	---	---	0.4	SW	0.40	1.3	SW	---	---	---	1011.1	0.00	0.0	---	---	30.6	74	25.4	37.3	13.81	1.1233	334	1	97.7	15
08/24/23	8:30 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1011.2	0.00	0.0	---	---	30.6	74	25.4	37.3	13.81	1.1234	330	1	96.5	15
08/24/23	8:45 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1011.3	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1242	337	1	98.5	15
08/24/23	9:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.2	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1240	342	1	100.0	15
