		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
08/20/23	9:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.7	0.00	0.0	---	---	30.3	81	26.7	38.6	16.09	1.1195	0	1	0.0	15
08/20/23	9:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.8	0.00	0.0	---	---	30.4	81	26.8	38.9	16.08	1.1189	0	1	0.0	15
08/20/23	9:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.8	0.00	0.0	---	---	30.7	80	26.8	39.2	15.66	1.1181	0	1	0.0	15
08/20/23	9:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.8	0.00	0.0	---	---	30.9	79	26.8	39.4	15.29	1.1173	0	1	0.0	15
08/20/23	10:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.9	0.00	0.0	---	---	31.1	79	27.0	39.8	15.28	1.1163	0	1	0.0	15
08/20/23	10:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.9	0.00	0.0	---	---	31.4	78	27.1	40.8	14.87	1.1149	0	1	0.0	15
08/20/23	10:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.0	0.00	0.0	---	---	31.8	77	27.3	42.3	14.59	1.1129	0	1	0.0	15
08/20/23	10:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.0	0.00	0.0	---	---	31.7	77	27.2	41.9	14.60	1.1136	0	1	0.0	15
08/20/23	11:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.2	0.00	0.0	---	---	31.8	76	27.1	41.9	14.29	1.1136	0	1	0.0	15
08/20/23	11:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.9	0.00	0.0	---	---	31.8	76	27.1	41.9	14.29	1.1134	0	1	0.0	15
08/20/23	11:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.4	0.00	0.0	---	---	31.9	75	27.0	41.9	14.07	1.1138	0	1	0.0	15
08/20/23	11:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.1	0.00	0.0	---	---	31.9	74	26.7	41.6	13.76	1.1140	0	1	0.0	15
08/20/23	12:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.9	0.00	0.0	---	---	32.1	74	26.8	41.9	13.76	1.1131	0	1	0.0	15
08/20/23	12:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.7	0.00	0.0	---	---	32.1	75	27.1	42.3	14.06	1.1123	0	1	0.0	15
08/20/23	12:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	32.2	74	27.0	42.6	13.75	1.1117	0	1	0.0	15
08/20/23	12:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	32.1	74	26.8	41.9	13.76	1.1126	0	1	0.0	15
08/20/23	1:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.3	0.00	0.0	---	---	31.8	76	27.1	41.9	14.29	1.1126	0	1	0.0	15
08/20/23	1:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.4	0.00	0.0	---	---	31.9	76	27.2	42.3	14.28	1.1121	0	1	0.0	15
08/20/23	1:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	31.4	75	26.4	39.7	14.11	1.1153	0	1	0.0	15
08/20/23	1:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	30.8	74	25.6	37.7	13.80	1.1191	0	1	0.0	15
08/20/23	2:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	30.8	74	25.6	37.7	13.80	1.1191	0	1	0.0	15
08/20/23	2:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	30.9	76	26.2	38.4	14.39	1.1176	0	1	0.0	15
08/20/23	2:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	31.1	77	26.5	39.1	14.68	1.1162	0	1	0.0	15
08/20/23	2:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	31.3	77	26.8	39.9	14.65	1.1146	0	1	0.0	15
08/20/23	3:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	31.3	77	26.8	39.9	14.65	1.1144	0	1	0.0	15
08/20/23	3:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	31.3	77	26.8	39.9	14.65	1.1143	0	1	0.0	15
08/20/23	3:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	31.4	78	27.1	40.8	14.87	1.1129	0	1	0.0	15
08/20/23	3:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	31.2	78	26.9	39.8	14.90	1.1138	0	1	0.0	15
08/20/23	4:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.7	0.00	0.0	---	---	31.2	79	27.1	40.2	15.26	1.1132	0	1	0.0	15
08/20/23	4:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	31.1	79	27.0	39.8	15.28	1.1140	0	1	0.0	15
08/20/23	4:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	30.4	73	25.1	36.8	13.51	1.1206	0	1	0.0	15
08/20/23	4:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	30.3	73	24.9	36.6	13.52	1.1214	0	1	0.0	15
08/20/23	5:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.3	74	25.2	36.8	13.82	1.1210	0	1	0.0	15
08/20/23	5:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1211	0	1	0.0	15
08/20/23	5:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.3	76	25.6	37.2	14.45	1.1200	0	1	0.0	15
08/20/23	5:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.3	77	25.8	37.4	14.75	1.1195	0	1	0.0	15
08/20/23	6:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	30.3	79	26.3	37.9	15.35	1.1186	0	1	0.0	15
08/20/23	6:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1197	0	1	0.0	15
08/20/23	6:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.3	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1207	0	1	0.0	15
08/20/23	6:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	30.0	75	25.1	36.1	14.21	1.1229	0	1	0.0	15
08/20/23	7:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1206	0	1	0.0	15
08/20/23	7:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	30.0	80	26.2	37.1	15.71	1.1205	0	1	0.0	15
08/20/23	7:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1198	0	1	0.0	15
08/20/23	7:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1205	0	1	0.0	15
08/20/23	8:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1212	0	1	0.0	15
08/20/23	8:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	30.0	78	25.7	36.7	15.07	1.1220	0	1	0.0	15
08/20/23	8:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1210	0	1	0.0	15
08/20/23	8:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.1	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1206	0	1	0.0	15
08/20/23	9:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.3	0.00	0.0	---	---	30.3	79	26.3	37.9	15.35	1.1200	0	1	0.0	15
08/20/23	9:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.2	0.00	0.0	---	---	30.2	79	26.2	37.6	15.37	1.1206	0	1	0.0	15
08/20/23	9:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.2	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1207	0	1	0.0	15
08/20/23	9:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.4	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1209	0	1	0.0	15
08/20/23	10:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	30.1	81	26.5	37.8	16.10	1.1205	0	1	0.0	15
08/20/23	10:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	30.1	81	26.5	37.8	16.10	1.1206	0	1	0.0	15
08/20/23	10:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.6	0.00	0.0	---	---	30.1	82	26.7	38.1	16.50	1.1202	0	1	0.0	15
08/20/23	10:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.6	0.00	0.0	---	---	30.1	82	26.7	38.1	16.50	1.1202	0	1	0.0	15
08/20/23	11:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	30.2	82	26.8	38.4	16.49	1.1194	0	1	0.0	15
08/20/23	11:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.6	0.00	0.0	---	---	30.2	82	26.8	38.4	16.49	1.1195	0	1	0.0	15
08/20/23	11:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	30.0	83	26.8	37.9	16.81	1.1202	0	1	0.0	15
08/20/23	11:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.4	0.00	0.0	---	---	30.0	82	26.6	37.7	16.51	1.1207	0	1	0.0	15
08/21/23	12:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.1	0.00	0.0	---	---	29.9	82	26.5	37.3	16.52	1.1210	0	1	0.0	15
08/21/23	12:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	29.8	83	26.6	37.3	16.83	1.1210	0	1	0.0	15
08/21/23	12:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	29.8	83	26.6	37.3	16.83	1.1209	0	1	0.0	15
08/21/23	12:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1220	0	1	0.0	15
08/21/23	1:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1228	0	1	0.0	15
08/21/23	1:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1226	0	1	0.0	15
08/21/23	1:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.3	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1223	0	1	0.0	15
08/21/23	1:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.7	81	26.1	36.6	16.13	1.1218	0	1	0.0	15
08/21/23	2:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.7	81	26.1	36.6	16.13	1.1218	0	1	0.0	15
08/21/23	2:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1209	0	1	0.0	15
08/21/23	2:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	29.7	82	26.3	36.8	16.53	1.1209	0	1	0.0	15
08/21/23	2:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1212	0	1	0.0	15
08/21/23	3:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.5	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1211	0	1	0.0	15
08/21/23	3:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1209	0	1	0.0	15
08/21/23	3:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.0	0.00	0.0	---	---	29.4	82	26.0	36.2	16.55	1.1212	0	1	0.0	15
08/21/23	3:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.0	0.00	0.0	---	---	29.4	82	26.0	36.2	16.55	1.1212	0	1	0.0	15
08/21/23	4:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.1	0.00	0.0	---	---	29.3	83	26.1	36.2	16.86	1.1215	0	1	0.0	15
08/21/23	4:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.2	0.00	0.0	---	---	29.3	82	25.9	36.0	16.55	1.1221	0	1	0.0	15
08/21/23	4:30 a	---	---	---	---	---	6.7	ENE	6.04	9.8	NE	---	---	---	1007.1	0.00	0.0	---	---	29.3	82	25.9	36.0	16.55	1.1220	72	1	21.1	15
08/21/23	4:45 a	---	---	---	---	---	5.8	ENE	5.23	8.5	ENE	---	---	---	1007.1	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1226	136	1	39.8	15
08/21/23	5:00 a	---	---	---	---	---	4.9	NE	4.43	8.5	NE	---	---	---	1007.3	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1228	139	1	40.6	15
08/21/23	5:15 a	---	---	---	---	---	4.5	NE	4.02	7.6	ENE	---	---	---	1007.4	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1230	136	1	39.8	15
08/21/23	5:30 a	---	---	---	---	---	4.9	ENE	4.43	8.0	NE	---	---	---	1007.3	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1228	104	1	30.4	15
08/21/23	5:45 a	---	---	---	---	---	5.4	ENE	4.83	8.0	E	---	---	---	1007.3	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1229	115	1	33.6	15
08/21/23	6:00 a	---	---	---	---	---	5.4	NE	4.83	8.0	ENE	---	---	---	1007.2	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1234	119	1	34.8	15
08/21/23	6:15 a	---	---	---	---	---	5.8	NE	5.23	8.5	ENE	---	---	---	1007.1	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1233	98	1	28.7	15
08/21/23	6:30 a	---	---	---	---	---	5.8	ENE	5.23	8.5	ENE	---	---	---	1007.4	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1236	108	1	31.6	15
08/21/23	6:45 a	---	---	---	---	---	5.4	ENE	4.83	7.6	ENE	---	---	---	1007.6	0.00	0.0	---	---	29.2	83	26.0	35.9	16.87	1.1227	90	1	26.3	15
08/21/23	7:00 a	---	---	---	---	---	4.5	ENE	4.02	6.7	ENE	---	---	---	1007.9	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1235	74	1	21.6	15
08/21/23	7:15 a	---	---	---	---	---	4.5	ENE	4.02	7.6	ENE	---	---	---	1007.9	0.00	0.0	---	---	29.3	82	25.9	36.0	16.55	1.1229	63	1	18.4	15
08/21/23	7:30 a	---	---	---	---	---	4.5	NE	4.02	6.7	NE	---	---	---	1008.1	0.00	0.0	---	---	29.3	83	26.1	36.2	16.86	1.1227	63	1	18.4	15
08/21/23	7:45 a	---	---	---	---	---	4.9	NE	4.43	6.7	E	---	---	---	1008.1	0.00	0.0	---	---	30.0	81	26.4	37.4	16.11	1.1197	26	1	7.6	15
08/21/23	8:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.9	82	26.5	37.3	16.52	1.1200	0	1	0.0	15
08/21/23	8:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	29.7	79	25.6	36.1	15.43	1.1229	0	1	0.0	15
08/21/23	8:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	29.7	77	25.2	35.7	14.83	1.1241	0	1	0.0	15
08/21/23	8:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	29.9	78	25.6	36.4	15.09	1.1225	0	1	0.0	15
08/21/23	9:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1201	0	1	0.0	15
08/21/23	9:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	29.9	75	25.0	35.8	14.22	1.1239	0	1	0.0	15
08/21/23	9:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1222	0	1	0.0	15
08/21/23	9:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	30.3	77	25.8	37.4	14.75	1.1204	0	1	0.0	15
08/21/23	10:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	30.4	79	26.4	38.3	15.34	1.1189	0	1	0.0	15
08/21/23	10:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	30.6	79	26.5	38.7	15.33	1.1181	0	1	0.0	15
08/21/23	10:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	30.8	79	26.7	39.2	15.31	1.1168	0	1	0.0	15
08/21/23	10:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	31.1	79	27.0	39.8	15.28	1.1153	0	1	0.0	15
08/21/23	11:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	31.4	78	27.1	40.8	14.87	1.1139	0	1	0.0	15
08/21/23	11:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	31.6	78	27.3	41.8	14.84	1.1125	0	1	0.0	15
08/21/23	11:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	31.8	78	27.5	42.7	14.81	1.1110	0	1	0.0	15
08/21/23	11:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	32.1	77	27.5	43.2	14.57	1.1104	0	1	0.0	15
08/21/23	12:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	32.2	77	27.7	43.9	14.55	1.1094	0	1	0.0	15
08/21/23	12:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.9	0.00	0.0	---	---	32.3	76	27.6	43.9	14.25	1.1092	0	1	0.0	15
08/21/23	12:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.7	0.00	0.0	---	---	32.4	75	27.4	43.9	14.04	1.1089	0	1	0.0	15
08/21/23	12:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.5	0.00	0.0	---	---	32.6	75	27.5	44.3	14.04	1.1080	0	1	0.0	15
08/21/23	1:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	32.7	74	27.4	44.3	13.73	1.1077	0	1	0.0	15
08/21/23	1:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.3	0.00	0.0	---	---	32.7	73	27.2	43.8	13.42	1.1081	0	1	0.0	15
08/21/23	1:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	32.7	74	27.4	44.3	13.73	1.1075	0	1	0.0	15
08/21/23	1:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	33.1	73	27.6	45.3	13.39	1.1057	0	1	0.0	15
08/21/23	2:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	33.3	73	27.8	46.2	13.37	1.1039	0	1	0.0	15
08/21/23	2:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.7	0.00	0.0	---	---	33.4	72	27.6	46.1	13.07	1.1037	0	1	0.0	15
08/21/23	2:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.7	0.00	0.0	---	---	33.6	71	27.6	46.1	12.80	1.1033	0	1	0.0	15
08/21/23	2:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.5	0.00	0.0	---	---	33.7	71	27.7	46.4	12.80	1.1024	0	1	0.0	15
08/21/23	3:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	33.6	71	27.6	46.1	12.80	1.1029	0	1	0.0	15
08/21/23	3:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.0	0.00	0.0	---	---	33.2	71	27.2	44.6	12.82	1.1049	0	1	0.0	15
08/21/23	3:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	32.9	72	27.2	44.4	13.10	1.1054	0	1	0.0	15
08/21/23	3:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	33.1	72	27.3	44.8	13.09	1.1049	0	1	0.0	15
08/21/23	4:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	33.3	74	28.0	46.8	13.71	1.1023	0	1	0.0	15
08/21/23	4:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	33.3	73	27.8	46.2	13.37	1.1028	0	1	0.0	15
08/21/23	4:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	32.6	72	26.8	43.0	13.13	1.1076	0	1	0.0	15
08/21/23	4:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	32.3	73	26.9	42.6	13.44	1.1086	0	1	0.0	15
08/21/23	5:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.1	0.00	0.0	---	---	31.3	75	26.3	39.2	14.12	1.1140	0	1	0.0	15
08/21/23	5:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	30.3	76	25.6	37.2	14.45	1.1193	0	1	0.0	15
08/21/23	5:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	30.3	76	25.6	37.2	14.45	1.1193	0	1	0.0	15
08/21/23	5:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.2	0.00	0.0	---	---	30.7	75	25.7	37.8	14.16	1.1176	0	1	0.0	15
08/21/23	6:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	30.7	74	25.5	37.5	13.81	1.1183	0	1	0.0	15
08/21/23	6:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	30.6	75	25.6	37.6	14.17	1.1189	0	1	0.0	15
08/21/23	6:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	30.4	76	25.7	37.6	14.44	1.1191	0	1	0.0	15
08/21/23	6:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	30.3	77	25.8	37.4	14.75	1.1194	0	1	0.0	15
08/21/23	7:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1198	0	1	0.0	15
08/21/23	7:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.4	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1208	0	1	0.0	15
08/21/23	7:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.5	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1209	0	1	0.0	15
08/21/23	7:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.6	0.00	0.0	---	---	30.1	77	25.6	36.8	14.78	1.1215	0	1	0.0	15
08/21/23	8:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	30.2	76	25.5	36.9	14.47	1.1216	0	1	0.0	15
08/21/23	8:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.0	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1215	0	1	0.0	15
08/21/23	8:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.3	0.00	0.0	---	---	29.9	78	25.6	36.4	15.09	1.1231	0	1	0.0	15
08/21/23	8:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.4	0.00	0.0	---	---	29.9	78	25.6	36.4	15.09	1.1232	0	1	0.0	15
08/21/23	9:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	29.6	76	24.9	35.2	14.54	1.1262	0	1	0.0	15
08/21/23	9:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.6	0.00	0.0	---	---	29.2	79	25.2	35.2	15.46	1.1268	0	1	0.0	15
